2.820699097698431501e+02,0.000000000000000000e+00,3.342851784323842708e+02,0.000000000000000000e+00,2.849567153164784941e+02,2.590549987074633691e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
8.318078463848444244e+02,0.000000000000000000e+00,3.273457911567074916e+02,0.000000000000000000e+00,7.549316040082239851e+02,2.478261045198014472e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
1.537692800976215494e+03,0.000000000000000000e+00,3.238348966010634626e+02,0.000000000000000000e+00,1.119568542820046559e+03,2.372922859454675120e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.689600815108625511e+02,0.000000000000000000e+00,2.293394623174425817e+02,0.000000000000000000e+00,6.631282153201984784e+02,2.546430733361603984e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.444479451787374273e+02,0.000000000000000000e+00,2.444881075848479099e+02,0.000000000000000000e+00,6.364944707988512391e+02,2.779602964701604719e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.192905779322173885e+02,0.000000000000000000e+00,2.552229277244464640e+02,0.000000000000000000e+00,6.133461566564291161e+02,2.606943392264623185e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.837685472920902612e+02,0.000000000000000000e+00,2.638864504474389605e+02,0.000000000000000000e+00,5.808278202079421817e+02,2.378257905342238132e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.960348258417917577e+02,0.000000000000000000e+00,2.656213156190518134e+02,0.000000000000000000e+00,5.932322898088964394e+02,2.394593282900848692e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.032487100447398234e+02,0.000000000000000000e+00,2.679985529478948934e+02,0.000000000000000000e+00,6.004834705511642596e+02,2.359151385784342665e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.089596691175659089e+02,0.000000000000000000e+00,2.667635186880785909e+02,0.000000000000000000e+00,6.062829217916057587e+02,2.318295410730053447e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.110591541752443163e+02,0.000000000000000000e+00,2.675178008989478258e+02,0.000000000000000000e+00,6.084633719572942709e+02,2.313286084551992872e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.150952152781056839e+02,0.000000000000000000e+00,2.661272721371272496e+02,0.000000000000000000e+00,6.124694636069604030e+02,2.309144277947385717e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.151694279125804314e+02,0.000000000000000000e+00,2.671033938652711868e+02,0.000000000000000000e+00,6.125226914159835587e+02,2.314636435680082229e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.211745482989263110e+02,0.000000000000000000e+00,2.671415119464153918e+02,0.000000000000000000e+00,6.188162148071567117e+02,2.308277918614414261e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.003536053772593277e+02,0.000000000000000000e+00,2.751473754405528211e+02,0.000000000000000000e+00,5.975587882128038473e+02,2.362002295353151169e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.987974349673845609e+02,0.000000000000000000e+00,2.754081812922671588e+02,0.000000000000000000e+00,5.961015292732771513e+02,2.423417948106070412e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
5.990931975880419031e+02,0.000000000000000000e+00,2.784195832209462083e+02,0.000000000000000000e+00,5.963510787132361202e+02,2.408046654252569567e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.048113602722735322e+02,0.000000000000000000e+00,2.797204838877457860e+02,0.000000000000000000e+00,6.021562334483718359e+02,2.415046205326017628e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.064891460779032286e+02,0.000000000000000000e+00,2.811554849012312047e+02,0.000000000000000000e+00,6.038667234166648541e+02,2.384469717382484930e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.073647796031915504e+02,0.000000000000000000e+00,2.809568091290602183e+02,0.000000000000000000e+00,6.050887417672355468e+02,2.381647395194803778e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.064980944815724797e+02,0.000000000000000000e+00,2.822425869893883714e+02,0.000000000000000000e+00,6.043370840716696648e+02,2.353926065270544257e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.109686422265299370e+02,0.000000000000000000e+00,2.835047214534222348e+02,0.000000000000000000e+00,6.089625480556765069e+02,2.334081732019060951e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.109961044611488887e+02,0.000000000000000000e+00,2.850151897679598960e+02,0.000000000000000000e+00,6.090935145770924919e+02,2.315343358127975648e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
6.139464222460699148e+02,0.000000000000000000e+00,2.852608613504580717e+02,0.000000000000000000e+00,6.120433715208380363e+02,2.305970459792127087e+02,0.000000000000000000e+00,0.000000000000000000e+00,1.000000000000000000e+00
